battery_id,cycle,voltage,temperature,capacity,sohdecimal,soh,rul,
B0005,139,3.475625636,33.79459259,1.357759712,0.729203478,72.92034782,29,
B0005,140,3.47948578,33.39631856,1.352358362,0.726302609,72.63026092,28,
B0005,141,3.472670523,33.17110128,1.347261752,0.723565405,72.35654046,27,
B0005,142,3.472116748,33.1911861,1.342067432,0.720775724,72.0775724,26,
B0005,143,3.473793696,33.44948458,1.341936361,0.72070533,72.07053303,25,
B0005,144,3.47521711,33.4512173,1.337058508,0.718085613,71.80856127,24,
B0005,145,3.470126187,33.1936281,1.336920901,0.718011709,71.80117085,23,
B0005,146,3.468742148,33.02361842,1.331483618,0.715091541,71.50915415,22,
B0005,147,3.468383178,33.06774736,1.321270025,0.709606191,70.9606191,21,
B0005,148,3.473454829,33.32655479,1.321592694,0.709779485,70.97794848,20,
B0005,149,3.469542767,33.26936783,1.321362505,0.709655859,70.96558589,19,
B0005,150,3.467703936,32.88194688,1.326941823,0.712652308,71.26523083,18,
B0005,151,3.471682867,33.32386124,1.357524928,0.729077384,72.90773844,17,
B0005,152,3.475544932,33.32135628,1.3479098,0.723913448,72.39134478,16,
B0005,153,3.477788463,33.05358109,1.332130667,0.715439048,71.5439048,15,
B0005,154,3.472693964,33.13005205,1.326760051,0.712554685,71.25546848,14,
B0005,155,3.466847865,33.18128407,1.316038488,0.706796522,70.67965224,13,
B0005,156,3.473256756,33.08474545,1.316545281,0.707068703,70.70687025,12,
B0005,157,3.462827533,33.05123455,1.310634044,0.703893992,70.38939917,11,
B0005,158,3.468641053,32.97080056,1.316190048,0.70687792,70.68779199,10,
B0005,159,3.46963549,33.05693955,1.306151254,0.701486448,70.14864477,9,
B0005,160,3.465556935,33.13320803,1.311685855,0.704458881,70.44588814,8,
B0005,161,3.46568176,33.1305487,1.306488081,0.701667345,70.16673452,7,
B0005,162,3.466056075,33.18478183,1.306244764,0.701536669,70.15366688,6,
B0005,163,3.462553489,33.23769858,1.301246829,0.698852459,69.88524591,5,
B0005,164,3.466130629,33.21770695,1.296601206,0.696357464,69.63574636,4,
B0005,165,3.469357,33.15502657,1.291134962,0.693421742,69.34217423,3,
B0005,166,3.460683968,33.28799329,1.29577006,0.695911085,69.5911085,2,
B0005,167,3.470439699,33.5879998,1.312107988,0.704685593,70.46855935,1,
B0005,168,3.475718827,33.64458842,1.328199597,0.713327813,71.33278129,0,
B0006,1,3.553768118,32.18290901,2.061365253,1,100,154,
B0006,2,3.561475801,32.29307516,2.041871267,0.990543167,99.05431675,153,
B0006,3,3.56675247,32.24414709,2.030017104,0.984792531,98.47925307,152,
B0006,4,3.565635923,32.18597096,2.027951805,0.983790622,98.37906224,151,
B0006,5,3.563970503,32.06687277,2.017221851,0.978585356,97.85853565,150,
B0006,6,3.573551239,32.03447836,2.030566345,0.985058976,98.50589757,149,
B0006,7,3.571139134,32.11157497,2.029737049,0.984656672,98.46566715,148,
B0006,8,3.568150746,32.11257624,1.985418705,0.963157161,96.31571611,147,
B0006,9,3.569283416,32.03566207,1.973423881,0.957338287,95.73382873,146,
B0006,10,3.56014332,32.03485778,1.983106643,0.962035544,96.20355443,145,
B0006,11,3.56665872,31.87412757,1.962128533,0.95185874,95.18587403,144,
B0006,12,3.568703597,32.12095971,1.940024712,0.941135837,94.11358365,143,
B0006,13,3.569207084,32.11021169,1.928553078,0.93557077,93.55707702,142,
B0006,14,3.56592713,31.98906128,1.928418571,0.935505519,93.5505519,141,
B0006,15,3.561241727,31.87881445,1.91758998,0.930252403,93.02524028,140,
B0006,16,3.557881988,31.76745071,1.905738234,0.924502939,92.45029387,139,
B0006,17,3.559446471,31.8308101,1.904069268,0.923693297,92.36932974,138,
B0006,18,3.555786604,31.86998694,1.893383284,0.918509362,91.85093625,137,
B0006,19,3.558090617,31.89044947,1.872874738,0.908560351,90.85603513,136,
B0006,20,3.562713401,31.54839877,2.005540992,0.972918792,97.29187923,135,
B0006,21,3.570814209,31.8744885,1.974229008,0.957728867,95.77288668,134,
B0006,22,3.566681783,31.53911454,1.96237675,0.951979154,95.19791542,133,
B0006,23,3.563560553,31.25848268,1.950235042,0.946089025,94.60890246,132,
B0006,24,3.571051969,31.11900515,1.951243591,0.946578287,94.65782873,131,
B0006,25,3.566630847,31.03324408,1.906688168,0.924963766,92.49637663,130,
B0006,26,3.552739224,31.00124922,1.89516675,0.919374549,91.93745492,129,
B0006,27,3.556095976,30.92143474,1.884794847,0.914342979,91.43429793,128,
B0006,28,3.554407333,30.89450875,1.87242999,0.908344597,90.83445968,127,
B0006,29,3.545697893,31.01490405,1.859876118,0.902254521,90.22545207,126,
B0006,30,3.558317056,30.93172713,1.873707578,0.908964375,90.89643747,125,
B0006,31,3.55585747,31.10097217,1.933112381,0.937782559,93.77825587,124,
B0006,32,3.555475055,31.29096966,1.890472779,0.917097432,91.70974315,123,
B0006,33,3.545265,31.13133999,1.86882945,0.90659792,90.65979196,122,
B0006,34,3.539807603,30.813031,1.852767668,0.898806102,89.88061022,121,
B0006,35,3.534523424,30.71251171,1.832035441,0.88874858,88.87485796,120,
B0006,36,3.531488974,31.28669116,1.827045638,0.88632795,88.63279497,119,
B0006,37,3.526183725,31.04843976,1.810647152,0.878372792,87.83727915,118,
B0006,38,3.520537149,30.95010034,1.794555789,0.870566624,87.0566624,117,
B0006,39,3.518316882,30.79230693,1.784616545,0.865744944,86.57449438,116,
B0006,40,3.513094478,31.08796096,1.779116508,0.863076791,86.3076791,115,
B0006,41,3.515210473,31.67860578,1.763713883,0.855604741,85.56047407,114,
B0006,42,3.509578354,31.87558178,1.752882024,0.850350039,85.03500392,113,
B0006,43,3.512982418,31.51183475,1.77098667,0.859132882,85.91328815,112,
B0006,44,3.516885051,31.40763956,1.784694469,0.865782746,86.57827457,111,
B0006,45,3.507803935,31.12627528,1.747208238,0.847597598,84.75975982,110,
B0006,46,3.502115479,31.13909867,1.726724421,0.837660584,83.76605835,109,
B0006,47,3.5016306,31.13925949,1.715803435,0.832362645,83.23626452,108,
B0006,48,3.538924168,33.61545444,1.842432858,0.893792527,89.37925266,107,
B0006,49,3.530900103,32.87677521,1.826958409,0.886285634,88.62856336,106,
B0006,50,3.52381289,32.17789476,1.789294237,0.868014164,86.8014164,105,
B0006,51,3.511309515,31.93534579,1.758098081,0.852880429,85.28804289,104,
B0006,52,3.511353868,31.68089949,1.742635991,0.845379531,84.5379531,103,
B0006,53,3.503572002,31.84264405,1.721531402,0.83514137,83.514137,102,
B0006,54,3.498007244,32.229255,1.710978567,0.830022028,83.00220277,101,
B0006,55,3.495582992,32.02470119,1.695553901,0.822539285,82.2539285,100,
B0006,56,3.491112012,31.98288094,1.684925831,0.817383445,81.73834447,99,
B0006,57,3.485124541,31.93461815,1.674249302,0.812204096,81.22040959,98,
B0006,58,3.475526715,32.26081415,1.664692526,0.807567957,80.75679571,97,
B0006,59,3.476691838,32.58457048,1.658843814,0.804730657,80.47306566,96,
B0006,60,3.473631103,32.4670826,1.642661941,0.796880581,79.68805814,95,
B0006,61,3.474532775,32.38694553,1.622401433,0.787051897,78.7051897,94,
B0006,62,3.463228283,32.25764874,1.622292784,0.78699919,78.69991896,93,
B0006,63,3.464331625,32.58257536,1.612509043,0.782252947,78.22529465,92,
B0006,64,3.458288052,32.27035174,1.601150964,0.776742967,77.67429674,91,
B0006,65,3.462747135,32.46331545,1.596441279,0.774458227,77.44582272,90,
B0006,66,3.453835515,32.39374101,1.580673858,0.766809208,76.68092083,89,
B0006,67,3.452120826,32.28180412,1.574883935,0.764000428,76.40004277,88,
B0006,68,3.450781146,32.35440527,1.564752404,0.759085466,75.9085466,87,
B0006,69,3.446679869,32.41679116,1.559587051,0.756579674,75.6579674,86,
B0006,70,3.442010335,32.5037067,1.544186093,0.749108432,74.91084323,85,
B0006,71,3.445720936,32.46835745,1.543776865,0.74890991,74.89099097,84,
B0006,72,3.441043014,32.50228117,1.538281019,0.74624379,74.62437902,83,
B0006,73,3.441324378,32.57081419,1.528133035,0.741320847,74.13208467,82,
B0006,74,3.438537965,32.56931102,1.522935052,0.738799225,73.87992251,81,
B0006,75,3.43761077,32.54388051,1.517582177,0.736202463,73.62024633,80,
B0006,76,3.438748625,32.48961189,1.507062153,0.731099038,73.1099038,79,
B0006,77,3.43037198,32.62385839,1.506432903,0.730793779,73.07937787,78,
B0006,78,3.442174806,33.14275543,1.549012493,0.751449793,75.14497933,77,
B0006,79,3.439398204,32.5875694,1.517673526,0.736246778,73.6246778,76,
B0006,80,3.42753008,32.50191771,1.507546419,0.731333962,73.13339624,75,
B0006,81,3.431567914,32.620826,1.49181568,0.723702739,72.3702739,74,
B0006,82,3.431328558,33.14181535,1.492107726,0.723844415,72.38444149,73,
B0006,83,3.431729175,33.36176275,1.486884555,0.721310574,72.13105743,72,
B0006,84,3.426845926,33.29660463,1.481130951,0.718519413,71.85194128,71,
B0006,85,3.423736427,33.0408392,1.470522943,0.713373305,71.3373305,70,
B0006,86,3.421135368,32.87413726,1.465530418,0.710951354,71.09513543,69,
B0006,87,3.424354987,33.18553058,1.46079872,0.708655935,70.86559348,68,
B0006,88,3.422885745,33.50589342,1.460581234,0.708550429,70.85504288,67,
B0006,89,3.424440786,33.57031195,1.455223424,0.705951273,70.59512729,66,
B0006,90,3.451319315,33.18742711,1.607145646,0.77965108,77.96510798,65,
B0006,91,3.448658661,33.35146625,1.559846874,0.756705718,75.6705718,64,
B0006,92,3.43803249,33.3881921,1.533486485,0.743917888,74.3917888,63,
B0006,93,3.435811389,33.2343706,1.512513644,0.73374364,73.37436401,62,
B0006,94,3.429840821,33.15386395,1.501926602,0.728607703,72.86077029,61,
B0006,95,3.426692285,33.07771293,1.486642684,0.721193239,72.1193239,60,
B0006,96,3.428765099,33.13214354,1.476389483,0.716219253,71.62192535,59,
B0006,97,3.424601181,33.20634562,1.470691071,0.713454866,71.34548661,58,
B0006,98,3.422522044,33.23554631,1.460513474,0.708517557,70.85175574,57,
B0006,99,3.422662684,33.26543793,1.454993758,0.705839858,70.58398582,56,
B0006,100,3.420528863,33.30967684,1.450059927,0.703446381,70.34463811,55,
B0006,101,3.414892968,33.43309816,1.450080162,0.703456197,70.34561974,54,
B0006,102,3.416257492,33.40443143,1.439303454,0.69822825,69.82282502,53,
B0006,103,3.416752363,33.69833107,1.439550122,0.698347913,69.8347913,52,
B0006,104,3.428786417,33.99067029,1.465835881,0.711099539,71.10995388,51,
B0006,105,3.425353152,33.9641665,1.445187264,0.701082577,70.10825771,50,
B0006,106,3.416829385,33.85006217,1.433894396,0.695604233,69.56042333,49,
B0006,107,3.417327413,33.64690601,1.423373046,0.690500164,69.05001645,48,
B0006,108,3.417333221,33.73047991,1.418563955,0.6881672,68.81672002,47,
B0006,109,3.419503402,33.98566671,1.408868901,0.683463981,68.34639806,46,
B0006,110,3.419664693,34.14150793,1.408174209,0.683126975,68.31269745,45,
B0006,111,3.411185892,33.95102576,1.408199277,0.683139136,68.31391356,44,
B0006,112,3.412406457,33.82849355,1.397531337,0.677963954,67.79639538,43,
B0006,113,3.408774558,34.10084957,1.397826075,0.678106936,67.81069358,42,
B0006,114,3.411543263,34.36752577,1.392291351,0.675421956,67.54219559,41,
B0006,115,3.413171024,34.18483237,1.387368744,0.673033923,67.30339234,40,
B0006,116,3.405525737,34.01169224,1.387079061,0.672893394,67.28933936,39,
B0006,117,3.406174988,33.89137768,1.382231846,0.670541935,67.05419351,38,
B0006,118,3.413828269,34.07833128,1.371794244,0.665478494,66.54784941,37,
B0006,119,3.407654437,34.48659436,1.377451172,0.668222757,66.82227569,36,
B0006,120,3.414573795,34.20048728,1.39782276,0.678105327,67.81053274,35,
B0006,121,3.424095258,34.33848898,1.418709187,0.688237655,68.82376546,34,
B0006,122,3.413286815,34.1409163,1.39760124,0.677997865,67.79978646,33,
B0006,123,3.41357387,33.81222748,1.381899308,0.670380616,67.03806159,32,
B0006,124,3.408041503,33.82526957,1.376184747,0.667608394,66.76083944,31,
B0006,125,3.410880873,33.79931094,1.366190349,0.662759958,66.27599584,30,
B0006,126,3.4043482,33.79777024,1.361048344,0.660265493,66.02654927,29,
B0006,127,3.409456485,33.72020362,1.355821574,0.657729906,65.77299059,28,
B0006,128,3.406896198,33.63334415,1.350116875,0.654962469,65.49624687,27,
B0006,129,3.410191324,33.58795819,1.33954852,0.649835597,64.98355972,26,
B0006,130,3.402880435,33.63370824,1.340399034,0.650248195,65.02481946,25,
B0006,131,3.404123312,33.61684276,1.340083717,0.650095229,65.00952292,24,
B0006,132,3.405172031,33.629076,1.329233265,0.644831508,64.48315082,23,
B0006,133,3.406516182,33.93776983,1.334591404,0.647430824,64.74308239,22,
B0006,134,3.413599124,33.83966963,1.3663531,0.662838911,66.28389111,21,
B0006,135,3.41623425,33.51916214,1.339623913,0.649872171,64.98721712,20,
B0006,136,3.404098551,33.41705599,1.334187438,0.647234854,64.72348538,19,
B0006,137,3.408205671,33.1476396,1.318858249,0.639798428,63.97984282,18,
B0006,138,3.406057945,33.54087434,1.319282182,0.640004085,64.00040848,17,
B0006,139,3.409404562,33.74281752,1.319139477,0.639934856,63.99348561,16,
B0006,140,3.405513487,33.52580236,1.308498671,0.634772838,63.47728377,15,
B0006,141,3.401947771,33.26911,1.303544333,0.632369412,63.2369412,14,
B0006,142,3.409607032,33.09416441,1.292904789,0.627208005,62.72080053,13,
B0006,143,3.405933711,33.40147794,1.292942163,0.627226136,62.72261364,12,
B0006,144,3.405974847,33.43554948,1.293029418,0.627268465,62.7268465,11,
B0006,145,3.406795417,33.18158971,1.277381791,0.61967756,61.96775601,10,
B0006,146,3.405267181,32.91514654,1.271778475,0.616959306,61.69593057,9,
B0006,147,3.401429589,32.94901047,1.277470146,0.619720423,61.97204229,8,
B0006,148,3.405019361,33.26649302,1.272155295,0.617142107,61.71421066,7,
B0006,149,3.406612589,33.18584337,1.261842186,0.612139059,61.21390589,6,
B0006,150,3.410043836,33.07152919,1.267143531,0.614710823,61.47108231,5,
B0006,151,3.418313742,33.76462083,1.303555585,0.63237487,63.23748703,4,
B0006,152,3.413964899,33.78535655,1.277265008,0.619620907,61.96209069,3,
B0006,153,3.41059427,33.65313914,1.266943411,0.614613742,61.46137416,2,
B0006,154,3.411730628,33.5635807,1.251058124,0.606907545,60.69075446,1,
B0006,155,3.406077145,33.54492071,1.245989498,0.604448676,60.44486761,0,
B0007,1,3.525304792,32.5857934,1.918658381,1,100,167,
B0007,2,3.534092658,32.71816014,1.908262087,0.994581477,99.45814774,166,
B0007,3,3.534402522,32.68511457,1.908267522,0.99458431,99.45843099,165,
B0007,4,3.534925049,32.5547485,1.908442863,0.994675697,99.46756974,164,
B0007,5,3.537378816,32.43450476,1.906965045,0.993905462,99.39054622,163,
B0007,6,3.541162667,32.48624734,1.897244377,0.988839074,98.88390744,162,
B0007,7,3.543550807,32.53061115,1.896407627,0.988402962,98.84029622,161,
B0007,8,3.549458118,32.45374436,1.897931424,0.989197162,98.91971617,160,
B0007,9,3.549674383,32.38295917,1.897011977,0.988717948,98.87179478,159,
B0007,10,3.544691932,32.34828329,1.897622402,0.9890361,98.90361001,158,
B0007,11,3.548427215,32.18331948,1.897480513,0.988962148,98.89621476,157,
B0007,12,3.55604336,32.37885318,1.887123268,0.983563977,98.35639775,156,
B0007,13,3.557033254,32.33423984,1.886581039,0.983281369,98.32813688,155,
B0007,14,3.556287254,32.14782797,1.886367412,0.983170027,98.3170027,154,
B0007,15,3.564774622,32.01380948,1.875679225,0.977599371,97.75993706,153,
B0007,16,3.561976369,31.92471525,1.884377084,0.982132673,98.21326732,152,
B0007,17,3.565961679,31.8543043,1.875198189,0.977348655,97.73486554,151,
B0007,18,3.569037881,31.90004104,1.864797705,0.971927949,97.1927949,150,
B0007,19,3.569949202,31.86718261,1.864705016,0.97187964,97.187964,149,
B0007,20,3.546433845,32.35216872,1.908393902,0.994650179,99.46501792,148,
B0007,21,3.557037561,32.56294245,1.909017489,0.994975191,99.4975191,147,
B0007,22,3.560064167,32.20117325,1.897436265,0.988939086,98.89390858,146,
B0007,23,3.556133926,31.84818312,1.907780768,0.994330615,99.4330615,145,
B0007,24,3.552385162,31.73700198,1.897632389,0.989041305,98.90413049,144,
B0007,25,3.57076703,31.51707668,1.887070758,0.983536609,98.35366094,143,
B0007,26,3.565722485,31.44286078,1.887055198,0.983528499,98.35284993,142,
B0007,27,3.567846656,31.36610151,1.876407045,0.977978709,97.79787086,141,
B0007,28,3.567971627,31.28571571,1.875528905,0.977521024,97.75210241,140,
B0007,29,3.564631404,31.33185087,1.875689395,0.977604671,97.7604671,139,
B0007,30,3.568983889,31.32285734,1.865553086,0.972321652,97.23216517,138,
B0007,31,3.564620689,31.60843645,1.902277019,0.991462075,99.1462075,137,
B0007,32,3.565947327,31.82522679,1.87617079,0.977855573,97.78555726,136,
B0007,33,3.568742147,31.51504199,1.871164436,0.975246274,97.52462736,135,
B0007,34,3.564242407,31.13866351,1.865959169,0.972533301,97.25333011,134,
B0007,35,3.56352843,31.09033034,1.861118762,0.970010493,97.00104933,133,
